"(Intercept)","DOY","I(DOY^2)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","site","temp_surf","I(temp_surf^2)","velocity","year","df","logLik","AICc","delta","weight"
-39.6541996828237,NA,NA,0.398601105312572,-0.477785777150507,0.0483060168628505,NA,"+",1.73954600407661,-4.30185591025027,0.0116659378177555,NA,9,-194.066739553487,406.527352192312,42.3822192062993,4.11836520953516e-11
-40.4205800981221,NA,NA,NA,-0.478281004421424,0.04689058309696,0.000610360056085575,"+",1.62485430420742,-4.33358753286395,0.0119203940314204,NA,9,-194.105316321885,406.60450572911,42.4593727430971,3.96251736852162e-11
-58.3872616079358,NA,NA,NA,-0.42069507498599,NA,NA,"+",NA,-3.1157130101708,0.0190751685294085,"+",7,-196.217909501241,406.67982771708,42.5346947310667,3.81606019728736e-11
-52.6949498727084,NA,NA,NA,-0.414069666462451,0.0367182939375408,-0.00139834828266656,"+",1.52865780880155,-3.22785138581905,0.0161809662297668,"+",10,-193.283015642995,407.048487426341,42.9033544403281,3.17367008523427e-11
-50.2615128050744,NA,NA,0.402030230192263,-0.416457978931291,0.0401715867072363,NA,"+",1.33016940447032,-3.89100939018097,0.0153074927581579,"+",10,-193.297885209243,407.078226558837,42.9330935728238,3.12682811065099e-11
-58.9380790733639,NA,NA,NA,-0.369140972961311,0.0506528700867663,NA,"+",NA,-3.36285696104051,0.0176340722829407,"+",8,-195.420014229973,407.154438940295,43.009305954282,3.00991824368209e-11
-54.1876071861461,NA,NA,NA,-0.368159926269169,0.0274125880276481,-0.00491259308653706,"+",1.92930676975646,NA,0.0168429445465737,"+",9,-194.401671458348,407.197216002036,43.0520830160227,2.94622410459714e-11
-53.6964691515552,NA,NA,0.172300647410371,-0.397915341903823,NA,-0.00511973712256866,"+",2.0301681329592,NA,0.0175906896531358,"+",9,-194.624064262908,407.642001611155,43.4968686251419,2.35874944261301e-11
-52.1927158118145,NA,NA,NA,-0.44532112748297,NA,0.00297920122118258,"+",NA,-4.27585761051587,0.0170886234832744,"+",8,-195.691222723725,407.696855927799,43.5517229417861,2.29493477601681e-11
-28.1848018432647,NA,NA,NA,-0.479909357518803,NA,NA,"+",1.82998776565218,NA,0.00920786568424189,NA,6,-197.766984328476,407.716577352604,43.5714443665908,2.27241629082413e-11
-51.8336261712312,NA,NA,0.349501483103167,-0.449486002779354,NA,-0.00193937077186811,"+",1.69810874182214,-3.04624059619812,0.017116919767405,"+",10,-193.635145954993,407.752748050336,43.6076150643229,2.23168824995352e-11
-45.7527806477182,NA,NA,NA,-0.358225372941934,0.0294726307781083,NA,"+",1.13291419994211,NA,0.0138935807764095,"+",8,-195.775098439776,407.864607359902,43.7194743738888,2.11029702351881e-11
-37.2248708633024,NA,NA,0.205004417174231,-0.53957298368827,NA,0.000411872388534644,"+",1.83833969700423,-4.24441695275939,0.0124222995711805,NA,9,-194.753382616052,407.900638317443,43.7555053314298,2.07261942135316e-11
-53.5338957542786,NA,NA,NA,-0.368113813541008,NA,NA,"+",NA,NA,0.0172937272167534,"+",6,-197.925753132758,408.034114961168,43.8889819751546,1.93881101512779e-11
-39.3352308990235,NA,NA,NA,-0.461740637767281,0.0622120373757102,0.00544925622477688,"+",NA,-5.80093318139414,0.0109737253992978,NA,8,-195.948941850592,408.212294181533,44.0671611955202,1.7735537395913e-11
-52.8593523017627,NA,NA,NA,-0.393907105449823,0.0501772467981653,0.00290824013873737,"+",NA,-4.47248649542858,0.015698848183653,"+",9,-194.918895209947,408.231663505234,44.0865305192207,1.75646037667245e-11
-31.0552516617877,NA,NA,NA,-0.499414804205945,NA,-0.00353161379208406,"+",2.49804108759483,NA,0.0102489374920561,NA,7,-197.025629265339,408.295267245276,44.1501342592625,1.7014805168738e-11
-46.3185772209126,NA,NA,-0.36775927219808,-0.396449794904441,NA,NA,"+",1.21622938192414,NA,0.0150157277349785,"+",8,-195.994217755102,408.302845990554,44.1577130045409,1.69504517381409e-11
-39.6471630278218,NA,NA,0.378606624880314,-0.47682933484622,0.0484358977948993,0.000495903386078863,"+",1.64732629068725,-4.45006070988285,0.0116523665889094,NA,10,-194.056282464888,408.595021070126,44.4498880841132,1.46465812272639e-11
-35.395018785019,NA,NA,NA,-0.543402882897166,NA,0.00609056840623945,"+",NA,-5.83614051220112,0.0116963941839364,NA,7,-197.182560878384,408.609130471364,44.4639974853512,1.45436175974359e-11
-57.9933950544602,NA,NA,0.189445427522982,-0.419135559532286,NA,NA,"+",NA,-3.18176855907349,0.0189622435668726,"+",8,-196.20423781028,408.72288610091,44.5777531148971,1.37394935902606e-11
-29.9746122707314,NA,NA,NA,-0.428186005188689,0.0386796026797814,NA,"+",1.68780000867711,NA,0.00852669648590044,NA,7,-197.279300306026,408.802609326649,44.6574763406362,1.32025872825766e-11
-52.1502569899883,NA,NA,0.485511770773528,-0.409556634246525,0.038581169504651,-0.00163082502452336,"+",1.56457300524163,-3.34203822409736,0.0159867489319366,"+",11,-193.20658398615,408.993387752521,44.8482547665075,1.20014035290855e-11
-53.5300971894911,NA,NA,NA,-0.324323488822283,0.0405383926973513,NA,"+",NA,NA,0.0159812996974955,"+",7,-197.381607944116,409.007224602828,44.8620916168151,1.19186592770299e-11
-58.2424924973372,NA,NA,0.372168008433222,-0.366003407498404,0.0521543022581744,NA,"+",NA,-3.49468872781305,0.0173899790929603,"+",9,-195.37060880065,409.13509068664,44.9899577006265,1.11805105901771e-11
-54.0023599292286,NA,NA,0.259378777114402,-0.364340392459957,0.0282612314126643,-0.00511692006308277,"+",1.95589543928848,NA,0.0167763262506342,"+",10,-194.379242268177,409.240940676704,45.0958076906913,1.06041681085284e-11
-32.8879661250804,NA,NA,NA,-0.44716649945055,0.0387023928982113,-0.00351838595532159,"+",2.35564254109735,NA,0.00958142349154293,NA,8,-196.543808417977,409.402027316304,45.2568943302906,9.78356387255326e-12
-29.8514690521615,NA,NA,-0.474444375218526,-0.483434857925575,NA,NA,"+",1.83207576501362,NA,0.00972275083123685,NA,7,-197.6702637921,409.584536298797,45.4394033127841,8.93029412045762e-12
-52.0004118755298,NA,NA,0.0969836728435646,-0.444593342911669,NA,0.00296178382679257,"+",NA,-4.30597014487596,0.0170337640262747,"+",9,-195.687599145292,409.769071375924,45.6239383899105,8.14318834585355e-12
-46.5324302892981,NA,NA,-0.293840595117728,-0.362437591570987,0.0284690483671336,NA,"+",1.14114477271543,NA,0.0141629106475198,"+",9,-195.740145946573,409.874164978485,45.7290319924719,7.72633783816658e-12
-54.355451861353,NA,NA,-0.282856876829388,-0.372001083643402,NA,NA,"+",NA,NA,0.0175448524179607,"+",7,-197.890710993448,410.025430701493,45.8802977154799,7.16352464870244e-12
-54.7459166609549,NA,NA,NA,-0.367434687887381,NA,-0.000428078303228743,"+",NA,NA,0.0176946915361253,"+",7,-197.909540075742,410.06308886608,45.917955880067,7.02990397861281e-12
-38.782974306442,NA,NA,0.229275403774104,-0.460999935288552,0.0630750778747634,0.00542424752755388,"+",NA,-5.88019349688412,0.0107846312666593,NA,9,-195.929024216039,410.251921517417,46.1067885314043,6.39653681504926e-12
-52.3864697885286,NA,NA,0.270728796812644,-0.391710994096609,0.0512727668511411,0.00285541141493316,"+",NA,-4.55647767711808,0.015531670229818,"+",10,-194.892386336874,410.267228814098,46.1220958280849,6.34776684384725e-12
-31.636020901963,NA,NA,-0.202503833675455,-0.500304076354772,NA,-0.00340740269140762,"+",2.47453651947424,NA,0.0104222055162419,NA,8,-197.009688273147,410.333787026643,46.1886540406296,6.13999523834377e-12
-35.2861981405287,NA,NA,0.0388175580474906,-0.543324306755841,NA,0.0060879330013548,"+",NA,-5.8502278736646,0.01166403653089,NA,8,-197.181946752362,410.678303985073,46.5331709990602,5.16841201428791e-12
-31.2154120864846,NA,NA,-0.377248078002745,-0.431818517666117,0.0373822966227022,NA,"+",1.69418725593108,NA,0.00895072880674403,NA,8,-197.219985593496,410.754381667342,46.6092486813293,4.97550387204401e-12
-55.2544018678352,NA,NA,NA,-0.32250297064273,0.0412391626432421,-0.000602842673720377,"+",NA,NA,0.0165290757954445,"+",8,-197.349670540612,411.013751561574,46.8686185755605,4.37034388914376e-12
-54.0594192676595,NA,NA,-0.188069429064357,-0.326860120129227,0.0399546498583591,NA,"+",NA,NA,0.0161614472074883,"+",8,-197.366679716807,411.047769913963,46.9026369279499,4.29663656733996e-12
-33.112929012026,NA,NA,-0.0863421969020232,-0.447762139677753,0.0383910871726686,-0.00346515345327056,"+",2.34652192514426,NA,0.00965798273998744,NA,9,-196.541023352948,411.475919791236,47.3307868052228,3.46862265007975e-12
-39.282076328625,NA,NA,NA,-0.467300888716708,0.0772671822827606,NA,"+",NA,-4.37733176950699,0.0104735598087943,NA,7,-198.734178602959,411.712365920515,47.5672329345016,3.08186372563564e-12
-55.1196142851585,NA,NA,-0.253350245368085,-0.37116086747574,NA,-0.000303958867708699,"+",NA,NA,0.0177998451334086,"+",8,-197.882917610214,412.080245700777,47.9351127147635,2.56406689696423e-12
-55.425306911674,NA,NA,-0.1323332064041,-0.324524334292872,0.0407499679962589,-0.000536142309481991,"+",NA,NA,0.0165917258162374,"+",9,-197.342738591314,413.079350267968,48.9342172819551,1.55588162437437e-12
-34.0982303620296,NA,NA,NA,-0.571647522903727,NA,NA,"+",NA,-4.13778984171397,0.0112719443327603,NA,6,-200.758496416831,413.699601529315,49.5544685433017,1.14101328637056e-12
-38.4825660646173,NA,NA,0.319695862261283,-0.466228574713798,0.0783477548314104,NA,"+",NA,-4.46918992336807,0.0102030303840838,NA,8,-198.695465151129,413.705340782607,49.5602077965938,1.13774369773351e-12
-33.8252669794745,NA,NA,0.094165107361905,-0.571331639558387,NA,NA,"+",NA,-4.16463816223316,0.0111900658173061,NA,7,-200.754820784941,415.753650284478,51.6085172984654,4.0856360938598e-13
-28.2677895848243,NA,NA,NA,-0.419519235439044,0.0679993603753869,NA,"+",NA,NA,0.00691675757843587,NA,6,-202.100127781865,416.382864259383,52.2377312733695,2.98282382246978e-13
-26.6006096882437,NA,NA,NA,-0.408905068742219,0.0594069328938954,0.00272963523603862,"+",NA,NA,0.00660362520965932,NA,7,-201.208225329005,416.660459372608,52.5153263865947,2.59626243723052e-13
-23.1789771092645,NA,NA,NA,-0.486717668746688,NA,0.00328985686113657,"+",NA,NA,0.00740659114625346,NA,6,-202.446806227003,417.076221149659,52.9310881636461,2.10895380630679e-13
-7.06743489251785,NA,NA,NA,-0.48858671600979,0.0723609051700708,NA,"+",1.95841981575473,-2.61725894727773,NA,"+",8,-200.500750312686,417.315911105721,53.1707781197083,1.87076421798053e-13
-7.51216749549254,NA,NA,NA,-0.395680083214088,0.0674963199155456,NA,"+",1.41604878183285,NA,NA,NA,6,-202.666271447862,417.515151591376,53.3700186053627,1.69338041602042e-13
-24.5322457189829,NA,NA,NA,-0.514141266117978,NA,NA,"+",NA,NA,0.00790435424312292,NA,5,-203.777756147761,417.68566413934,53.5405311533266,1.55499215917958e-13
-6.74298805982133,NA,NA,NA,-0.441614948764452,0.0637154373228235,NA,"+",1.76504882454232,NA,NA,"+",7,-201.74827341965,417.740555553897,53.595422567884,1.51289464017226e-13
-6.93531288513481,NA,NA,1.25257850256458,-0.482508371806063,0.0747175516589924,NA,"+",1.91992201359168,-3.20623087459115,NA,"+",9,-199.83943020606,418.072733497459,53.9276005114459,1.28137769615576e-13
-29.1130015210838,NA,NA,-0.246537187262707,-0.421073985228316,0.0673464313452448,NA,"+",NA,NA,0.00719907789202845,NA,7,-202.072452301158,418.388913316912,54.2437803308992,1.09400570030641e-13
-7.18363186581421,NA,NA,1.00072375694719,-0.392406164403519,0.067117912517444,NA,"+",1.42089336797439,NA,NA,NA,7,-202.123377898618,418.490764511832,54.3456315258193,1.03968763496521e-13
-28.1096733577796,NA,NA,-0.454250357239172,-0.411429571697138,0.0577564535653464,0.00286944043537954,"+",NA,NA,0.00712046714486337,NA,8,-201.114202509766,418.542815499881,54.3976825138676,1.01297831975603e-13
-68.6024272023444,NA,NA,NA,NA,0.106103139252493,NA,"+",NA,-2.59083104494002,0.0188605693285174,"+",7,-202.191916162749,418.627841040094,54.482708054081,9.70816365925849e-14
-7.22329151527136,NA,NA,NA,-0.494481658430501,0.0739280759750924,0.00309327387525682,"+",1.44918328449116,-3.77094634359138,NA,"+",9,-200.1240172019,418.641907489139,54.4967745031261,9.64012351581812e-14
-8.16465791818342,NA,NA,NA,-0.402717407795615,0.0800125827179381,NA,NA,1.0868497808376,NA,-0.000231933385974082,NA,5,-204.265095914277,418.660343672372,54.5152106863591,9.55166829458076e-14
-0.410293240469408,NA,NA,NA,-0.533707105004436,NA,NA,"+",2.02474407813212,NA,NA,"+",6,-203.28920469085,418.761018077352,54.6158850913387,9.08276468757058e-14
-25.3773493244784,NA,NA,-0.605110275164243,-0.489380046348708,NA,0.00345897896253438,"+",NA,NA,0.0080863500174378,NA,7,-202.270831171266,418.78567105713,54.6405380711166,8.97149328231141e-14
-63.9940687945066,NA,NA,NA,NA,0.102758733541246,NA,"+",0.862275759065931,-2.74520825482148,0.017535185712835,"+",8,-201.254662447002,418.823735374353,54.6786023883397,8.80236098084464e-14
-7.79754143070389,NA,NA,NA,-0.400009023585222,0.0716219036037557,NA,"+",1.41155218120132,-1.12640686177024,NA,NA,7,-202.37543179268,418.994872299957,54.8497393139439,8.08048193338844e-14
-7.54749515563675,NA,NA,1.5248018312906,-0.399081099452853,0.0745521944338003,NA,"+",1.41946213910686,-2.01187152995914,NA,NA,8,-201.340843439996,418.996097360341,54.8509643743278,8.07553390980064e-14
0.036340980887529,NA,NA,NA,-0.582275149655844,NA,NA,"+",2.218322005183,-2.22360647553146,NA,"+",7,-202.381994721286,419.007998157168,54.8628651711554,8.02762394867471e-14
-64.2414828343051,NA,NA,NA,NA,0.0954836422129044,NA,"+",NA,NA,0.0176284173514537,"+",6,-203.440678980911,419.063966657474,54.9188336714614,7.80609108451848e-14
-0.858228668949168,NA,NA,NA,-0.485074165795372,NA,NA,"+",1.65591946755313,NA,NA,NA,5,-204.471107961083,419.072367765983,54.9272347799699,7.7733699469736e-14
-67.6843872847086,NA,NA,NA,NA,0.0916152571606341,-0.00469353400033305,"+",1.50916781320231,NA,0.0190495301706379,"+",8,-201.382407490583,419.079225461515,54.9340924755017,7.7467618883579e-14
-6.63589300073938,NA,NA,0.661056309134125,-0.432423130482583,0.0639325397961272,NA,"+",1.71495278783131,NA,NA,"+",8,-201.53439985374,419.383210187829,55.2380772018159,6.65442849442242e-14
-8.56175726558261,NA,NA,NA,-0.472488668603733,0.0846196286616436,0.00717970151432402,"+",NA,-4.93178142418615,NA,"+",8,-201.565742497373,419.445895475096,55.3007624890825,6.44909575790138e-14
-8.43668985264193,NA,NA,1.0775996364767,-0.408811289721976,0.0795552887422729,NA,NA,0.823651583738702,NA,NA,NA,5,-204.678899301051,419.487950445921,55.3428174599077,6.3149033003535e-14
-7.51700209215506,NA,NA,NA,-0.396609715314473,0.0677745888146536,-0.000366099587347286,"+",1.48259295711456,NA,NA,NA,7,-202.657452041963,419.558912798523,55.4137798125097,6.09477146469877e-14
-59.659884093357,NA,NA,NA,NA,0.0919139341132132,NA,"+",0.767020680129074,NA,0.016305114941231,"+",7,-202.668041453581,419.580091621759,55.4349586357461,6.03057193846509e-14
-25.9307108584222,NA,NA,-0.380980881142453,-0.516741618247515,NA,NA,"+",NA,NA,0.00833870819565824,NA,6,-203.707887890851,419.598384477354,55.4532514913406,5.97566523055105e-14
-7.05793802928602,NA,NA,1.14701434644963,-0.489042183381635,0.0756472238773774,0.00267564332935299,"+",1.47961764204738,-4.167176826415,NA,"+",10,-199.564704167233,419.611864474816,55.4667314888031,5.93552468006576e-14
-9.06231943374368,NA,NA,1.24023177967504,-0.409034914157834,0.0864898822030788,0.00441215280455073,NA,NA,-2.75596793748326,NA,NA,6,-203.730508513782,419.643625723217,55.4984927372039,5.84200934942809e-14
-6.7356736148082,NA,NA,NA,-0.445600396967087,0.0643010665698759,-0.000858839388488792,"+",1.93075195834228,NA,NA,"+",8,-201.701561903134,419.717534286617,55.5724013006044,5.63006238352579e-14
-8.53286000200245,NA,NA,NA,-0.406490447351804,0.0784790503410755,NA,NA,0.713259897111285,NA,NA,NA,4,-205.911583007965,419.90974610251,55.7646131164971,5.11416742400356e-14
0.360339504458238,NA,NA,1.11796606915064,-0.574337539529477,NA,NA,"+",2.18727331078959,-2.76447734170603,NA,"+",8,-201.813108174913,419.940626830176,55.7954938441632,5.03580931387831e-14
-0.564729704442545,NA,NA,1.01210966517474,-0.476637394438413,NA,NA,"+",1.65606914038815,NA,NA,NA,6,-203.886836974101,419.956282643855,55.8111496578416,4.99654335335507e-14
-8.57600572643153,NA,NA,NA,-0.396015376583082,0.0767545158461788,0.00302863077344863,NA,NA,NA,NA,NA,4,-205.94929469039,419.98516946736,55.8400364813471,4.92489489004802e-14
-8.84837178036924,NA,NA,NA,-0.398091257428903,0.0853574698798744,0.00482832102530739,NA,NA,-2.34822471722057,-0.000188392147127259,NA,6,-203.98448350617,420.151575707992,56.0064427219792,4.53171208571226e-14
-9.60561071460288,NA,NA,NA,-0.404552391492325,0.0880954813283324,NA,NA,NA,NA,NA,NA,3,-207.094109771448,420.240055396027,56.0949224100144,4.33559982215775e-14
-8.19523017294438,NA,NA,0.564747657798657,-0.404622125840488,0.0800667918568245,NA,NA,1.0522508525967,NA,-0.000173300389926369,NA,6,-204.035535052443,420.253678800539,56.1085458145261,4.30616736344522e-14
-8.5588641502526,NA,NA,NA,-0.391702292270993,0.0795143422171034,0.00345994081994839,NA,NA,NA,-0.000153987731783478,NA,5,-205.086780269937,420.303712383692,56.1585793976794,4.19977719094829e-14
-7.16765596189603,NA,NA,1.14490562182016,-0.395067571624625,0.0682080858087332,-0.00132392152487952,"+",1.66328228007406,NA,NA,NA,8,-202.019798203534,420.354006887417,56.2088739014036,4.09548121100426e-14
-67.0474614239526,NA,NA,NA,NA,0.0990600940778408,-0.00264666305496046,"+",1.24754236284008,-1.82086152367886,0.0186605801696104,"+",9,-201.002862042524,420.399597170388,56.2544641843746,4.0031801420549e-14
-0.287501538930367,NA,NA,0.635588222677042,-0.522412429509733,NA,NA,"+",1.97731329623464,NA,NA,"+",7,-203.08139642947,420.406801573536,56.2616685875234,3.98878582143175e-14
-8.00070054248705,NA,NA,NA,-0.398629879864691,0.0774499472277628,0.00135636318822588,NA,0.883356238683585,NA,-0.000225017103051852,NA,6,-204.120474669318,420.423558034288,56.2784250482752,3.9555064606448e-14
0.0330703671031444,NA,NA,NA,-0.589189490049621,NA,0.00287461044281065,"+",1.74755261395654,-3.29638370307181,NA,"+",8,-202.059917889016,420.434246258381,56.289113272368,3.93442417414459e-14
-8.68252937151139,NA,NA,0.862642969707295,-0.396871337414269,0.0793408498625875,0.00294549050316947,NA,NA,NA,NA,NA,5,-205.153536546982,420.437224937783,56.2920919517696,3.92856884139418e-14
-67.7419300913685,NA,NA,0.579681122489251,NA,0.106057215914941,NA,"+",NA,-2.80448431200136,0.0186315364350975,"+",8,-202.063629094471,420.441668669291,56.2965356832783,3.91984977870239e-14
-8.38708660776658,NA,NA,1.07229855667674,-0.469142581332413,0.0859581836215649,0.00687772008336762,"+",NA,-5.33686057448896,NA,"+",9,-201.041700407609,420.477273900558,56.3321409145449,3.85068369509474e-14
-8.38798462934045,NA,NA,NA,-0.405228379953913,0.0829286341825812,NA,NA,1.06462654090954,-0.571795942065528,-0.000234506871997509,NA,6,-204.1864914801,420.555591655852,56.4104586698391,3.7028094340693e-14
-8.81494523120764,NA,NA,NA,-0.402682145204777,0.0809800258881015,0.00405369966118466,NA,NA,-1.88129911980962,NA,NA,5,-205.218242536432,420.566636916681,56.4215039306684,3.68241654908346e-14
-9.66797801357938,NA,NA,0.893461729757045,-0.406457316268084,0.0902623949538352,NA,NA,NA,NA,NA,NA,4,-206.2402668308,420.56711374818,56.4219807621668,3.68153870763289e-14
-66.6385999262621,NA,NA,NA,NA,0.106890260991813,0.00100131099287745,"+",NA,-2.95624460298967,0.018202596911048,"+",8,-202.129646088211,420.573702656771,56.4285696707584,3.66943000336042e-14
-63.145823613159,NA,NA,0.587566885739242,NA,0.102809047079004,NA,"+",0.861450905535403,-2.98215887708701,0.0173089957837673,"+",9,-201.126740398067,420.647353881472,56.5022208954593,3.53675883785777e-14
-8.16806964710041,NA,NA,NA,-0.406599277451591,0.0804334063816557,NA,NA,1.10013506462729,NA,-0.000235491039983317,"+",6,-204.254316264567,420.691241224786,56.5461082387732,3.45999468714427e-14
