"(Intercept)","DOY","I(DOY^2)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","site","temp_surf","I(temp_surf^2)","velocity","year","df","logLik","AICc","delta","weight"
26.5374099424877,-0.0377450262197139,NA,NA,-0.277011870297215,-0.013526914978559,NA,"+",-0.0968031922500182,NA,-0.0054706142172543,NA,8,-184.898111162951,386.110632806251,21.9654998202375,1.11727257990103e-06
8.44553274484231,-0.0460314133417581,NA,-0.0542715990312028,NA,0.0218172331446983,-0.00945929468604568,NA,0.311864394068236,NA,NA,"+",7,-185.934650933985,386.113310582567,21.9681775965541,1.11577767785082e-06
4.66386438017447,NA,-8.85158922515164e-05,-0.296433224956784,NA,NA,-0.00910014291826012,NA,0.381383078634354,0.211870499819075,-5.55245510109684e-05,"+",8,-184.901916700801,386.118243881952,21.9731108959386,1.11302883679287e-06
25.4064007185326,-0.037113907274472,NA,-0.0429511815706462,-0.279350036397007,-0.0141907010524859,NA,"+",NA,NA,-0.00512452520337591,NA,8,-184.908281393267,386.130973266883,21.9858402808704,1.10596724680365e-06
9.45733523840202,-0.0382154004117128,NA,-0.438900009321976,-0.347518429223596,-0.00252896772409666,-0.00585384349960066,NA,0.339763912846637,NA,NA,NA,7,-185.944354102935,386.132716920468,21.9875839344546,1.10500345511746e-06
3.49199536339578,NA,-6.12056612092471e-05,-0.493083692832387,-0.337726508654733,-0.00336544412603737,NA,NA,-0.284648783781269,NA,NA,NA,6,-186.997271711624,386.1771521189,22.0320191328868,1.08072364945988e-06
25.0896429395056,-0.0370967901400952,NA,-0.00737465356755157,-0.265337318561449,NA,NA,"+",-0.114017980954496,NA,-0.00549004948630244,NA,8,-184.946228319391,386.206867119131,22.0617341331179,1.06478549149344e-06
7.72928570547912,-0.0455651011442974,NA,NA,NA,0.0287410834942271,-0.00796455961791182,NA,NA,-0.815694636754905,-1.88026464766846e-05,"+",7,-185.986814852675,386.217638419947,22.072505433934,1.05906634356614e-06
7.97628850005138,-0.0459267241249786,NA,-0.0893472192375443,NA,0.0265144911986736,-0.00816965802406381,NA,NA,-0.701829545044925,NA,"+",7,-185.990222424402,386.224453563401,22.0793205773878,1.0554636407571e-06
-31.2191413170073,0.245326214255964,-0.000537514667879283,0.0454697017779058,NA,0.0362089937959059,-0.0029276433274847,"+",0.985076480583118,-2.46782658884841,NA,NA,10,-182.903357420596,386.289170981542,22.144037995529,1.0218568681409e-06
42.0552812391641,-0.0577418105446462,NA,1.07798966492334,NA,0.012355941726279,-0.0124506380076874,"+",1.37122564748475,NA,-0.00952294246672978,"+",10,-182.904238225922,386.290932592195,22.145799606182,1.02095720743964e-06
11.1100335729136,-0.0477788876721915,NA,-0.290768016653925,NA,NA,-0.0096320999923945,NA,0.399259384859852,NA,-5.36317634968405e-05,"+",7,-186.035609084139,386.315226882875,22.1700938968624,1.00863051051419e-06
7.24462232339603,-0.0317389795413815,NA,-0.456906671115441,-0.334972607334783,NA,NA,NA,-0.290108255309978,NA,NA,NA,5,-188.096293532118,386.322738908054,22.1776059220412,1.00484918741269e-06
24.9831355136392,-0.0460588786984348,NA,NA,NA,NA,NA,"+",NA,-4.26397749879916,-0.00454912809848391,NA,6,-187.089290688872,386.361190073397,22.2160570873838,9.85714899573394e-07
8.25145418452613,-0.0459455812036599,NA,-0.244079813304641,NA,0.0231487918426532,-0.00855590982381909,NA,NA,NA,-2.29278533534361e-05,"+",7,-186.062089110674,386.368186935946,22.2230539499326,9.82272468805803e-07
3.50877184300943,NA,-6.10253489817778e-05,-1.07096097027752,-0.318616340069508,0.000207863827185564,NA,NA,-0.0145275621363997,NA,-0.000218146004251724,NA,7,-186.064318499343,386.372645713283,22.2275127272697,9.80085040913912e-07
11.0122462363047,-0.0475738482149738,NA,NA,NA,NA,-0.00974647978541859,NA,0.396808458643378,0.0284547246951134,-2.38574480674807e-05,"+",7,-186.077085933282,386.398180581161,22.2530475951479,9.67651411567302e-07
11.008968719406,-0.0478573856153817,NA,-0.11510619665263,NA,NA,-0.00974908811552538,NA,0.335489198743942,0.053330747553469,NA,"+",7,-186.080946127591,386.405900969778,22.2607679837653,9.63923289363061e-07
3.65292017965117,NA,-7.2424800369064e-05,NA,NA,NA,NA,NA,NA,-2.35589569326324,NA,"+",4,-189.19411785794,386.474815802459,22.3296828164465,9.31274706446461e-07
4.6766639157366,-0.0391196816701742,NA,NA,NA,0.051179269903845,NA,"+",NA,-4.91795562138537,NA,NA,6,-187.150924138123,386.484456971897,22.3393239858843,9.26796220959377e-07
24.8870894838419,NA,-8.88619833107877e-05,NA,NA,0.0430137816446708,NA,"+",NA,-4.16280993433396,-0.00784673440187644,"+",8,-185.089963937224,386.494338354797,22.3492053687835,9.22228499936724e-07
35.7862890752487,-0.0559514734264548,NA,NA,NA,0.0180527410287556,-0.0100471796270291,"+",1.04101282645054,-1.4785338725648,-0.0078248708980391,"+",10,-183.012528201302,386.507512542955,22.3623795569418,9.16173657845624e-07
8.59151743999591,-0.0442812743695627,NA,NA,NA,0.0262964969453609,-0.0110079369851121,"+",1.89079797153759,NA,NA,NA,7,-186.135131249309,386.514271213215,22.3691382272017,9.13082825439189e-07
7.3694292697012,-0.032600791337629,NA,-0.557897913357639,-0.264981378218744,NA,NA,NA,-0.306448329496318,NA,-0.000112789829153234,"+",7,-186.163236401216,386.57048151703,22.4253485310168,8.87777760949854e-07
18.1498333164716,NA,-8.57668494753565e-05,NA,NA,0.0384178027465322,NA,"+",-0.325027861392573,-3.93888030901924,-0.00559915461843309,NA,8,-185.13377548062,386.581961441588,22.4368284555754,8.82696547028649e-07
-0.148372903091665,NA,-7.40064923871055e-05,NA,NA,0.0479579963152175,NA,"+",0.0489018946072532,-4.71316077922275,NA,NA,7,-186.170903351508,386.585815417613,22.4406824316001,8.80997239162791e-07
17.5398243469586,NA,-8.30521135194801e-05,0.603849409103889,NA,0.0394467314768207,NA,"+",NA,-4.17882611547738,-0.0054180110195564,NA,8,-185.136449607327,386.587309695003,22.4421767089904,8.80339257867346e-07
-0.180504623610924,NA,-7.43060865388211e-05,0.0447559533907943,NA,0.048619444726798,NA,"+",NA,-4.75696780261006,NA,NA,7,-186.173613562985,386.591235840567,22.4461028545545,8.78612782983622e-07
37.0720546244376,NA,-8.10751154495011e-05,0.24569982081286,-0.291638612699491,-0.0163104184248336,NA,"+",-0.00656778668906782,NA,-0.0102345760408121,"+",10,-183.060216516635,386.60288917362,22.4577561876071,8.73508284837133e-07
7.26473070386603,-0.0315604198493465,NA,-1.02024529110675,-0.317756713112272,0.00319464737383662,NA,NA,NA,NA,-0.000215461564738458,NA,6,-187.210842778334,386.604294252319,22.4591612663061,8.72894826409491e-07
12.450339654395,-0.0483841458502338,NA,0.206240769937662,NA,NA,-0.00868505135330148,"+",1.40558294043755,-2.88310084335511,NA,NA,8,-185.145692587142,386.605795654634,22.4606626686207,8.72239789152479e-07
7.63462308285005,-0.0318319693622613,NA,-1.02832684673241,-0.321133631516089,NA,NA,NA,-0.0264069020162284,NA,-0.000211767041464462,NA,6,-187.212547102761,386.607702901175,22.4625699151618,8.7140839747229e-07
11.0838906367394,-0.048061463646503,NA,-0.268175607574407,NA,NA,-0.00843892629108867,NA,NA,-0.4934002061708,-2.26388898172666e-05,"+",7,-186.18649738659,386.617003487777,22.471870501764,8.67365500453154e-07
5.22682634790407,NA,-6.21749731983984e-05,-0.458853698699272,-0.285726244576913,-0.0221361567558676,NA,"+",0.048119964997947,NA,NA,"+",9,-184.120342848808,386.634558782955,22.4894257969423,8.59785388204963e-07
6.7041195948261,-0.0305724640829829,NA,NA,-0.338484992302651,0.00332925572527497,NA,NA,-0.203395131513294,NA,NA,NA,5,-188.264651615117,386.659455074052,22.5143220880391,8.49148993593985e-07
7.07194158413821,-0.0305048236204325,NA,-0.317730100761849,-0.33959161982504,-0.00076845073520301,NA,NA,NA,NA,NA,NA,5,-188.267360682116,386.66487320805,22.5197402220373,8.46851705237148e-07
2.16265759084432,NA,-8.44593265410181e-05,0.279848917228288,NA,0.0349038965941993,-0.00731393319600377,"+",1.22841777599202,-3.00546707730827,NA,NA,9,-184.176598013242,386.747069111823,22.6019361258097,8.12753320812677e-07
4.54053018068978,NA,-7.90115821961279e-05,NA,NA,NA,NA,"+",-0.206317287289476,-4.03540328839919,NA,"+",7,-186.252142172273,386.748293059143,22.6031600731297,8.1225608935006e-07
3.01684622992657,NA,-6.72306905877115e-05,NA,NA,NA,NA,NA,NA,NA,NA,"+",3,-190.364506592602,386.780849038336,22.6357160523229,7.99141224583045e-07
0.747386329646609,NA,-8.32912985723588e-05,-0.0265684012003025,NA,0.0460487681739842,-0.00358719495490326,"+",NA,-4.11255136836715,NA,NA,8,-185.243513063908,386.801436608166,22.6563036221533,7.90957231100545e-07
9.60063374973769,-0.046887238601159,NA,0.176017805066176,NA,0.0140557696546957,-0.00885206815809806,"+",NA,NA,NA,"+",8,-185.253313656234,386.821037792817,22.6759048068044,7.83243244296493e-07
7.9064226927232,-0.0318358681290637,NA,-0.59052792542528,-0.277495904013366,-0.00591967573261185,NA,NA,NA,NA,-0.00015236733289437,"+",7,-186.29352517927,386.831059073137,22.6859260871238,7.79328510094433e-07
4.54674474239391,NA,-7.7807761451618e-05,0.118670733502634,NA,NA,NA,"+",NA,-4.11763828704029,NA,"+",7,-186.29594540925,386.835899533096,22.6907665470832,7.77444636493547e-07
11.7028835100929,-0.046589017575551,NA,-0.281539055177427,NA,NA,-0.0111770876255339,"+",1.9161332759815,NA,NA,NA,7,-186.311977458039,386.867963630676,22.7228306446626,7.65079986323247e-07
7.75063017111458,-0.0323062612755959,NA,NA,-0.269336957800088,-0.00548240964845903,NA,NA,-0.32772701301595,NA,-5.35714610217127e-05,"+",7,-186.313572759112,386.871154232822,22.7260212468086,7.63860426441378e-07
-42.8090163535758,0.308145514849893,-0.000647367927010894,-1.51445897267503,NA,0.0626495871278873,NA,NA,NA,NA,-0.00030517841744812,NA,6,-187.375605416889,386.93381952943,22.7886865434165,7.40297724928406e-07
8.2153961826786,-0.0332676010995742,NA,-0.218832547413843,-0.26925298485177,-0.00947700441885266,NA,NA,-0.472071581296197,NA,NA,"+",7,-186.346591286096,386.937191286789,22.7920583007763,7.39050724218481e-07
29.7689114065,NA,-8.43136824324207e-05,NA,NA,NA,NA,"+",NA,NA,-0.00840294830138463,NA,5,-188.404762838401,386.939677520619,22.7945445346057,7.38132568568005e-07
-0.521480888415368,NA,-7.40610874358149e-05,NA,NA,0.0437088995723884,NA,NA,-0.819550686660176,-3.01174771992411,NA,"+",6,-187.37894079474,386.940490285131,22.7953572991183,7.37832665531126e-07
-46.913511449578,0.353281442886113,-0.000732984769785451,-0.970210147968283,NA,0.0379280153941728,0.000520795920997928,"+",NA,NA,NA,NA,8,-185.364099381069,387.042609242488,22.8974762564749,7.01104942440793e-07
40.4759975291785,-0.0567482920738708,NA,0.650085923510629,NA,0.0185526467030618,-0.00911995554387645,"+",NA,NA,-0.00945487704618062,"+",9,-184.327853019198,387.049579123735,22.9044461377221,6.98665885797757e-07
2.79450946396076,NA,-8.23667916794883e-05,-0.278939697634793,NA,0.023967889016021,-0.010001785751123,"+",1.78495364612345,NA,NA,NA,8,-185.432157573965,387.178725628278,23.0335926422653,6.54976519463076e-07
3.14339659336206,NA,-7.13589601198227e-05,NA,NA,NA,NA,NA,-0.631301735560246,NA,NA,"+",4,-189.575935431722,387.238450950024,23.093317964011,6.3570633925078e-07
25.8100464519906,NA,-9.23449254197687e-05,0.503910431689097,NA,NA,NA,"+",-0.307870123460661,-4.05196915853497,-0.00670459846658441,NA,8,-185.4791714499,387.272753380149,23.1276203941364,6.24896171858152e-07
17.9999915139195,-0.0425490027250871,NA,NA,NA,0.0427562935943733,NA,"+",NA,-4.30636601959942,-0.00391846137704627,NA,7,-186.527499504804,387.299007724206,23.1538747381927,6.16746659365128e-07
31.3113015569302,NA,-9.47361748855893e-05,0.581370536331988,NA,NA,NA,"+",NA,-4.24805542070513,-0.00841521282220748,"+",8,-185.493733911125,387.3018783026,23.1567453165869,6.15862084509832e-07
8.79720267744291,-0.032201589975921,NA,-0.458863244490485,-0.288506430438282,-0.0162818841811778,NA,"+",NA,NA,NA,"+",8,-185.523460835984,387.361332152318,23.2161991663046,5.97823837735445e-07
42.2273873158506,-0.0579044612704231,NA,1.01662400241315,NA,0.0315502402492806,-0.00721871435675221,"+",NA,-2.74674268453452,-0.0101841447201777,"+",10,-183.44285781727,387.368171774892,23.2230387888786,5.95782884853491e-07
10.0889144074664,-0.0415388985372923,NA,NA,NA,NA,NA,"+",NA,-4.41310296420046,NA,"+",6,-187.596843772612,387.376296240877,23.2311632548641,5.93367585038797e-07
28.395266577108,NA,-9.45465498946051e-05,NA,NA,NA,NA,"+",-0.263870170803792,-3.96883056806519,-0.0075318690433025,"+",8,-185.533230281817,387.380871043983,23.2357380579695,5.92011866231223e-07
8.95142493479758,-0.0468885061985639,NA,0.463819908268836,NA,0.0253075851472461,-0.00702112159856744,"+",NA,-2.50094874576001,NA,"+",9,-184.5085612002,387.41099548574,23.2658624997271,5.83161671850501e-07
12.2187891066488,-0.0485876654570265,NA,-0.167819873806805,NA,NA,-0.0044356888639003,"+",NA,-4.12990324656624,NA,NA,7,-186.593967402829,387.431943520255,23.2868105342419,5.77085502933513e-07
-0.565900544005381,NA,-6.76486118301979e-05,NA,NA,0.0409470712500066,NA,NA,NA,-2.55303890529678,NA,"+",5,-188.652435660274,387.435023164365,23.2898901783524,5.76197577747142e-07
6.92303530091073,-0.0310477794941134,NA,-0.434814388280558,-0.276750167031165,NA,NA,"+",0.066981298265368,NA,NA,"+",8,-185.587626181026,387.489662842401,23.3445298563884,5.606690371246e-07
8.62908148889376,-0.0314177975309206,NA,NA,-0.289494714854484,-0.0153921339394564,NA,"+",0.0859259464264107,NA,NA,"+",8,-185.609327665786,387.533065811921,23.3879328259077,5.4863276146108e-07
3.99679118538654,NA,-7.33196336947339e-05,NA,NA,NA,NA,NA,NA,-2.51551624840164,-0.000123280343731531,"+",5,-188.721250053262,387.572651950342,23.4275189643285,5.37880397416796e-07
-37.7797038299842,0.321934692356137,-0.000685129192258,-1.71653074394412,NA,NA,NA,NA,NA,NA,-0.000306244225516219,NA,5,-188.722264637033,387.574681117883,23.4295481318699,5.37334949443113e-07
10.2740843212658,-0.0474231352770936,NA,0.766122848592444,NA,0.0160555960920266,-0.0104523923171453,"+",1.17086713536424,-1.59570093436518,NA,"+",10,-183.564849563383,387.612155267116,23.467022281103,5.27360601267125e-07
42.9698119223226,-0.058414145723954,NA,1.28621731033197,NA,0.0225829769390909,-0.0105990481404487,"+",1.14348613558108,-1.85986487866844,-0.0100102720213596,"+",11,-182.544299279563,387.668818339347,23.5236853533336,5.12629330468388e-07
8.73041757281197,-0.0311459855209812,NA,-0.607692076675492,-0.317008245220613,-0.0166618076457782,NA,"+",0.298731934828357,NA,NA,NA,8,-185.691610127126,387.697630734602,23.552497748589,5.0529723166344e-07
-36.9901517886197,0.262100967429521,-0.000563626471391141,-1.2885192595643,NA,0.0696206845833516,NA,NA,NA,-1.8133702386227,-0.000308400819226547,NA,7,-186.74515067485,387.734310064297,23.5891770782839,4.9611470934911e-07
-36.0649683652922,0.244072227362218,-0.000526246529313612,NA,NA,0.0825643362458608,NA,NA,NA,-2.2935383655474,-0.000206374000915759,NA,6,-187.782554639971,387.747717975594,23.6025849895814,4.9279990191672e-07
37.5363359174155,-0.0407285015432487,NA,0.1032768696904,-0.294411405253833,-0.0115987241676622,NA,"+",NA,NA,-0.00886589378543064,"+",9,-184.702581976392,387.799037038123,23.6539040521097,4.80315741250763e-07
36.651845029669,-0.0404787517683772,NA,NA,-0.294848015817907,-0.0119844330203765,NA,"+",0.0181183654520605,NA,-0.00858811812527231,"+",9,-184.706300635797,387.806474356932,23.6613413709194,4.78532927495277e-07
-43.7132230877755,0.302688511165392,-0.000631980579751714,NA,NA,0.0755537135361348,NA,NA,NA,NA,-0.000179427934024525,NA,5,-188.8567510587,387.843653961218,23.6985209752053,4.69719270937741e-07
36.7442596822312,-0.0402264578183927,NA,0.126796244204361,-0.2852360969156,NA,NA,"+",0.00427629463374256,NA,-0.00902175248213242,"+",9,-184.737663368072,387.869199821483,23.7240668354696,4.63757733708326e-07
6.37449609172929,-0.0297436872453143,NA,NA,-0.330457267108713,0.00737463597844742,NA,NA,0.0161527276973938,NA,-0.000125485090562906,NA,6,-187.858386275074,387.8993812458,23.7542482597873,4.56811840291562e-07
-42.5708692581292,0.294935868896648,-0.000617323288705064,NA,NA,0.0706658290389002,NA,NA,NA,NA,NA,NA,4,-189.918988226095,387.924556538771,23.7794235527578,4.51097693614654e-07
8.16323671673606,-0.0455440703060729,NA,0.363163067887833,NA,0.0364958693579736,-0.00809312533140498,"+",1.27387370776668,-3.12033640552608,NA,NA,9,-184.774635846512,387.943144778363,23.7980117923497,4.46924560450103e-07
0.488471801721231,NA,-7.44636916076518e-05,NA,NA,0.0388701033788161,NA,"+",-0.19920822434878,-4.17739617796596,NA,"+",8,-185.820805937229,387.956022354808,23.8108893687951,4.44056152300008e-07
4.92319835561517,NA,-7.9915755114582e-05,-0.127270722815556,NA,NA,NA,"+",0.118615559976352,-4.63883108870637,NA,NA,7,-186.860834831014,387.965678376624,23.8205453906112,4.41917411439451e-07
2.57136169143596,NA,-8.55400431025848e-05,-0.269117685958882,NA,0.0201926124422809,-0.00856617502824439,NA,0.327756992925185,-0.0920403215423576,-6.51501344846481e-05,"+",9,-184.791145803145,387.976164691628,23.8310317056151,4.39606432555755e-07
0.42674399958325,NA,-7.31780507724733e-05,0.221761595205081,NA,0.0397967639819931,NA,"+",NA,-4.30149123274791,NA,"+",8,-185.848859102541,388.012128685432,23.8669956994186,4.31772080795548e-07
8.38910791259253,-0.0457898195461168,NA,-0.266944859773312,NA,0.0232133623243725,-0.00937415718024584,NA,0.398835919763483,NA,-6.43175423735335e-05,"+",8,-185.870142953702,388.054696387753,23.9095634017395,4.22679414814643e-07
4.0412389129915,NA,-7.85913018814999e-05,NA,NA,NA,NA,NA,-0.731949979178463,-2.77683985248885,-3.61497366911121e-05,"+",6,-187.947789039535,388.078186774722,23.9330537887087,4.17744003721171e-07
3.97113926389871,NA,-7.93795756895624e-05,-0.194545120123512,NA,NA,NA,NA,-0.829155792700475,-2.71943966723006,NA,"+",6,-187.95016051617,388.082929727991,23.9377967419782,4.16754507324567e-07
8.05295127248791,-0.0455231219014917,NA,NA,NA,0.025942689323983,-0.0090192481664425,NA,0.327580855612551,-0.353081518762782,-3.96477862340136e-05,"+",8,-185.889782299815,388.09397507998,23.948842093967,4.14459251023609e-07
10.593502956635,-0.0425360376517134,NA,NA,NA,NA,NA,"+",0.0625290804531839,-4.93913385673703,NA,NA,6,-187.966674821743,388.115958339138,23.970825353125,4.09928613619159e-07
-0.314931106158115,NA,-6.30690897821402e-05,NA,NA,0.0318241608020592,NA,NA,NA,NA,NA,"+",4,-190.017831149343,388.122242385265,23.9771093992524,4.08642629814041e-07
10.6338858560567,-0.0427979155734965,NA,-0.0761160426269589,NA,NA,NA,"+",NA,-4.92349668650465,NA,NA,6,-187.969965147723,388.122538991098,23.9774060050848,4.08582031413931e-07
6.59086158345251,-0.0448239349046247,NA,0.0395541533353788,NA,0.0480110677508343,-0.00419852405170723,"+",NA,-4.26254261152785,NA,NA,8,-185.91553448778,388.14547945591,24.0003464698971,4.03922275884839e-07
-0.935016069998954,NA,-6.79159906827135e-05,NA,NA,0.0486013947772995,NA,NA,NA,-2.79785143076539,-0.000148203221383917,"+",6,-187.983789763784,388.150188223221,24.0050552372079,4.02972406497688e-07
8.28875840335998,-0.045984357680089,NA,-0.0444791507634169,NA,0.0235710336049023,-0.0091127129201872,NA,0.257301159641606,-0.290672197022502,NA,"+",8,-185.924919692185,388.16424986472,24.0191168787069,4.00149116394099e-07
27.7547944931327,-0.0479305150333355,NA,NA,NA,NA,NA,"+",-0.320706191540372,-4.25665065199395,-0.00532558371268755,NA,7,-186.967043467992,388.178095650582,24.0329626645686,3.97388493678234e-07
29.482874505455,NA,-9.14464623779826e-05,0.767696965474211,NA,0.0467872653262562,NA,"+",NA,-4.49402001409401,-0.0093569392003674,"+",9,-184.894417883474,388.182708852287,24.0375758662743,3.96472933361837e-07
26.3794352917857,-0.0377192988024505,NA,-0.0319512036296032,-0.277151025355657,-0.013615804293145,NA,"+",-0.095539121082024,NA,-0.00541967624045706,NA,9,-184.897703212767,388.189279510873,24.0441465248599,3.95172526522043e-07
3.24496756168688,NA,-6.75725448542205e-05,NA,NA,NA,NA,NA,NA,NA,-9.75156388775453e-05,"+",4,-190.058390148464,388.203360383508,24.0582273974954,3.92400110475713e-07
32.8861976564929,-0.0489742359091105,NA,NA,NA,NA,NA,"+",NA,-4.42987285287447,-0.00688301007242889,"+",7,-186.989129308337,388.22226733127,24.0771343452573,3.88708045197841e-07
7.86260289529516,-0.0457542918019468,NA,-0.235998491823494,NA,0.0281767061969016,-0.00789726373289698,NA,NA,-0.810106845167699,-4.19530570197781e-05,"+",8,-185.960144872559,388.234700225467,24.0895672394536,3.86299157317737e-07
5.01421456521923,-0.0387201343881775,NA,NA,NA,0.0450298806738947,NA,"+",NA,-4.54686783874876,NA,"+",7,-186.999219688693,388.242448091983,24.0973151059699,3.84805555090189e-07
26.6743790675067,-0.0464150973785966,NA,0.466858781345724,NA,NA,NA,"+",NA,-4.44311582709899,-0.00503716285782599,NA,7,-187.008955680891,388.261920076379,24.1167870903662,3.81077269935768e-07
25.1312060175426,NA,-7.93474040679542e-05,NA,NA,0.0318997161089636,NA,"+",NA,NA,-0.00801133783886741,NA,6,-188.074066383121,388.330741461893,24.1856084758804,3.68187187318844e-07
7.25800509995901,-0.031745631820444,NA,-0.457206653156522,-0.33510242301358,-0.000119645732639414,NA,NA,-0.290073783958635,NA,NA,NA,6,-188.096289552337,388.375187800326,24.230054814313,3.6009514954546e-07
11.1029400660435,-0.0477651099000833,NA,-0.291383527336726,NA,NA,-0.00967933919386639,NA,0.406814926115012,0.0415622013022076,-5.35653411561353e-05,"+",8,-186.035391835236,388.385194150821,24.2400611648075,3.58298029807846e-07
20.1233468870311,NA,-8.66059340923343e-05,0.610279111936649,NA,0.0403324630668322,NA,"+",-0.331024408499202,-4.16135360965895,-0.00624317891342361,NA,9,-185.003959984503,388.401793054345,24.2566600683315,3.55336658470796e-07
-35.6212475099602,0.241921509447283,-0.000521421121458729,NA,NA,0.0758523431786209,NA,NA,NA,-1.93581129493307,NA,NA,5,-189.142212932107,388.414577708032,24.2694447220186,3.53072474821193e-07
25.5259646930733,NA,-9.06549528296608e-05,NA,NA,0.0428352027524294,NA,"+",-0.255777740071613,-4.12662110080305,-0.00803418236326845,"+",9,-185.01467108845,388.42321526224,24.2780822762268,3.51550921490684e-07
3.65386220907808,NA,-7.23253094110779e-05,0.0652735758372774,NA,NA,NA,NA,NA,-2.37501884676622,NA,"+",5,-189.190575701497,388.511303246812,24.366170260799,3.36403246100419e-07
4.64044180205305,-0.039078405373039,NA,0.127974716857364,NA,0.0518664937264222,NA,"+",NA,-4.98552219878905,NA,NA,7,-187.144807805457,388.53362432551,24.3884913394971,3.32669677508395e-07
3.18367568532448,NA,-6.77738484907517e-05,NA,NA,NA,NA,"+",NA,NA,NA,"+",5,-189.204613306683,388.539378457185,24.3942454711716,3.31713940462608e-07
4.67912295157657,-0.0391735721948547,NA,NA,NA,0.0512906308617726,NA,"+",-0.0148956604472322,-4.92432104825664,NA,NA,7,-187.150607788172,388.545224290942,24.4000913049285,3.30745783797216e-07
8.62523943701621,-0.0443876487543612,NA,-0.21248068841515,NA,0.0255517808483598,-0.0108660975436162,"+",1.84964165539382,NA,NA,NA,8,-186.119408954054,388.553228388458,24.408095402445,3.29424768191473e-07
4.94181848361857,NA,-8.38689473157046e-05,NA,NA,NA,-0.00533704515186917,"+",NA,NA,NA,NA,5,-189.218147202276,388.56644624837,24.4213132623571,3.27254801450108e-07
-0.195674881800986,NA,-6.71926590859771e-05,NA,NA,0.0318782887130351,NA,NA,-0.626675847826043,NA,NA,"+",5,-189.232366760838,388.594885365495,24.4497523794817,3.22634311155657e-07
8.13185938693649,-0.0329943312795822,NA,-0.565410528336838,-0.270701394154626,-0.00687883180587893,NA,NA,-0.310411938539393,NA,-0.000109965210783781,"+",8,-186.150215505852,388.614841492053,24.4697085060395,3.19431053314512e-07
-44.8246112467716,0.323524242930524,-0.000674350613783278,-1.47340207787936,NA,0.0625800595514708,NA,NA,0.341343581732249,NA,-0.000342960994166889,NA,7,-187.189360941601,388.622730597799,24.4775976117863,3.18173522464306e-07
-0.162511299865696,NA,-7.39515924607568e-05,0.0577366120111039,NA,0.0482574742462121,NA,"+",0.0525065958966534,-4.74216197228261,NA,NA,8,-186.169696959682,388.653804399713,24.5086714137,3.13268296637091e-07
7.27778618718301,-0.0316560687711097,NA,-1.02353245497704,-0.3176468989964,0.00320500004798614,NA,NA,-0.0265830522284586,NA,-0.000212506131735071,NA,7,-187.209625593768,388.663259902133,24.5181269161197,3.11790737586604e-07
32.5050935086205,NA,-8.78864760552255e-05,NA,NA,NA,NA,"+",-0.320921255114416,NA,-0.00924979408919088,NA,6,-188.278299476495,388.739207648642,24.5940746626294,3.00172820360963e-07
3.02280048007582,NA,-6.74608574996097e-05,-0.115016991951108,NA,NA,NA,NA,NA,NA,NA,"+",4,-190.353545252558,388.793670591695,24.6485376056822,2.92108966364025e-07
-0.69641010178302,NA,-7.31770325066568e-05,NA,NA,0.0466937065846558,NA,NA,-0.696037893464513,-3.05447250185723,-6.42421056790542e-05,"+",7,-187.281734598735,388.807477912068,24.6623449260545,2.90099290364851e-07
4.56502463390085,NA,-7.89457844338535e-05,0.103744244232983,NA,NA,NA,"+",-0.203822191847377,-4.07851394008808,NA,"+",8,-186.248039858813,388.810490197975,24.6653572119622,2.89662688237896e-07
-48.7767961162903,0.351718235215731,-0.000726392514130027,-1.49038235415845,NA,0.0627710173274967,0.00135664951219252,NA,NA,NA,-0.000318230234254146,NA,7,-187.299081636123,388.842171986843,24.6970390008297,2.85110324126601e-07
-32.6026069614862,0.285424327126811,-0.000619284748975275,-1.57345953230747,NA,NA,NA,NA,NA,-1.36240802210696,-0.000309501419939021,NA,6,-188.356060000688,388.894728697029,24.7495957110158,2.77715678872712e-07
29.441442090884,-0.0466732130247395,NA,NA,NA,0.04878550391101,NA,"+",NA,-4.58282126844351,-0.00749612335488183,"+",8,-186.295074684703,388.904559849756,24.7594268637429,2.76353895961862e-07
29.1710401220896,NA,-8.41430617491722e-05,-0.128008136235746,NA,NA,NA,"+",NA,NA,-0.00821752217836493,NA,6,-188.397976649877,388.978561995406,24.8334290093932,2.66315368739195e-07
9.58470947795908,-0.0420828439358581,NA,NA,NA,NA,NA,NA,-0.827926892395092,-3.05659994874232,NA,"+",5,-189.425216354356,388.980584552529,24.8354515665158,2.6604618584863e-07
28.2257356338252,NA,-8.33098300828085e-05,NA,NA,NA,NA,"+",NA,NA,-0.00791918160801933,"+",6,-188.400601645715,388.983811987082,24.8386790010691,2.65617208739123e-07
-0.473539661176364,NA,-7.42340277719358e-05,-0.0554421687062429,NA,0.0432464127579722,NA,NA,-0.826705114821958,-2.99684484456951,NA,"+",7,-187.376700549814,388.997409814225,24.852276828212,2.63817425512054e-07
3.17005364919537,NA,-7.24568059755322e-05,-0.377214486360599,NA,NA,NA,NA,-0.690682841169376,NA,NA,"+",5,-189.46772853772,389.065608919257,24.920475933244,2.54973021457463e-07
20.8617581864126,-0.0445015217869467,NA,NA,NA,0.0435099095096708,NA,"+",-0.342160466890302,-4.30532671591511,-0.00474354596174587,NA,8,-186.388531184335,389.09147284902,24.946339863007,2.51696947988023e-07
